State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
5,0,0,0,0,0,STATE,UTTARAKHAND,Total,2056975,10086292,5137773,4948519,1355814,717199,638615,1892516,968586,923930,291903,148669,143234,6880953,3863708,3017245,3205339,1274065,1931274,3872275,2551921,1320354,2870624,2070760,799864,1045674,545561,500113,247256,196375,50881,77040,54101,22939,1500654,1274723,225931,1001651,481161,520490,534749,189851,344898,156045,90165,65880,37272,15190,22082,273585,185955,87630,756840,373473,383367,383359,134058,249301,120549,73027,47522,28304,11744,16560,224628,154644,69984,244811,107688,137123,151390,55793,95597,35496,17138,18358,8968,3446,5522,48957,31311,17646,6214017,2585852,3628165
5,0,0,0,0,0,STATE,UTTARAKHAND,Rural,1425086,7036954,3519042,3517912,990776,521792,468984,1496665,761103,735562,264819,134691,130128,4614050,2596171,2017879,2422904,922871,1500033,2885533,1726674,1158859,1997332,1322523,674809,1027923,532558,495365,225529,177948,47581,46685,30064,16621,697195,581953,115242,888201,404151,484050,530707,188063,342644,147312,83961,63351,30255,11832,18423,179927,120295,59632,658831,306695,352136,379911,132488,247423,113491,67896,45595,22695,8966,13729,142734,97345,45389,229370,97456,131914,150796,55575,95221,33821,16065,17756,7560,2866,4694,37193,22950,14243,4151421,1792368,2359053
5,0,0,0,0,0,STATE,UTTARAKHAND,Urban,631889,3049338,1618731,1430607,365038,195407,169631,395851,207483,188368,27084,13978,13106,2266903,1267537,999366,782435,351194,431241,986742,825247,161495,873292,748237,125055,17751,13003,4748,21727,18427,3300,30355,24037,6318,803459,692770,110689,113450,77010,36440,4042,1788,2254,8733,6204,2529,7017,3358,3659,93658,65660,27998,98009,66778,31231,3448,1570,1878,7058,5131,1927,5609,2778,2831,81894,57299,24595,15441,10232,5209,594,218,376,1675,1073,602,1408,580,828,11764,8361,3403,2062596,793484,1269112
5,56,0,0,0,0,DISTRICT,Uttarkashi,Total,67602,330086,168597,161489,46307,24165,22142,80567,40833,39734,3512,1651,1861,215126,128237,86889,114960,40360,74600,157276,84265,73011,128367,71598,56769,96836,46589,50247,2389,1526,863,1960,1249,711,27182,22234,4948,28909,12667,16242,20428,8067,12361,1998,934,1064,1162,488,674,5321,3178,2143,22145,9746,12399,15297,5985,9312,1424,681,743,851,340,511,4573,2740,1833,6764,2921,3843,5131,2082,3049,574,253,321,311,148,163,748,438,310,172810,84332,88478
5,56,0,0,0,0,DISTRICT,Uttarkashi,Rural,61914,305781,155375,150406,43663,22691,20972,76875,38936,37939,3374,1581,1793,195909,117095,78814,109872,38280,71592,149067,77991,71076,121215,66015,55200,96301,46358,49943,2324,1479,845,1697,1031,666,20893,17147,3746,27852,11976,15876,20219,7981,12238,1948,899,1049,1072,443,629,4613,2653,1960,21309,9181,12128,15196,5933,9263,1379,649,730,776,304,472,3958,2295,1663,6543,2795,3748,5023,2048,2975,569,250,319,296,139,157,655,358,297,156714,77384,79330
5,56,0,0,0,0,DISTRICT,Uttarkashi,Urban,5688,24305,13222,11083,2644,1474,1170,3692,1897,1795,138,70,68,19217,11142,8075,5088,2080,3008,8209,6274,1935,7152,5583,1569,535,231,304,65,47,18,263,218,45,6289,5087,1202,1057,691,366,209,86,123,50,35,15,90,45,45,708,525,183,836,565,271,101,52,49,45,32,13,75,36,39,615,445,170,221,126,95,108,34,74,5,3,2,15,9,6,93,80,13,16096,6948,9148
5,56,278,0,0,0,SUB-DISTRICT,Puraula,Total,6521,33792,17106,16686,4884,2518,2366,11874,5959,5915,663,267,396,21319,12636,8683,12473,4470,8003,15590,8141,7449,13752,7400,6352,11533,5677,5856,252,148,104,99,78,21,1868,1497,371,1838,741,1097,1553,569,984,137,79,58,21,12,9,127,81,46,1185,523,662,967,399,568,100,53,47,14,9,5,104,62,42,653,218,435,586,170,416,37,26,11,7,3,4,23,19,4,18202,8965,9237
5,56,278,0,0,0,SUB-DISTRICT,Puraula,Rural,6521,33792,17106,16686,4884,2518,2366,11874,5959,5915,663,267,396,21319,12636,8683,12473,4470,8003,15590,8141,7449,13752,7400,6352,11533,5677,5856,252,148,104,99,78,21,1868,1497,371,1838,741,1097,1553,569,984,137,79,58,21,12,9,127,81,46,1185,523,662,967,399,568,100,53,47,14,9,5,104,62,42,653,218,435,586,170,416,37,26,11,7,3,4,23,19,4,18202,8965,9237
5,56,278,0,0,0,SUB-DISTRICT,Puraula,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56,279,0,0,0,SUB-DISTRICT,Mori,Total,7473,40491,20840,19651,6673,3437,3236,12009,6174,5835,109,58,51,21523,13311,8212,18968,7529,11439,21385,11559,9826,18950,10617,8333,16262,8711,7551,824,535,289,153,89,64,1711,1282,429,2435,942,1493,1843,646,1197,362,174,188,54,25,29,176,97,79,1737,602,1135,1256,366,890,320,152,168,24,9,15,137,75,62,698,340,358,587,280,307,42,22,20,30,16,14,39,22,17,19106,9281,9825
5,56,279,0,0,0,SUB-DISTRICT,Mori,Rural,7473,40491,20840,19651,6673,3437,3236,12009,6174,5835,109,58,51,21523,13311,8212,18968,7529,11439,21385,11559,9826,18950,10617,8333,16262,8711,7551,824,535,289,153,89,64,1711,1282,429,2435,942,1493,1843,646,1197,362,174,188,54,25,29,176,97,79,1737,602,1135,1256,366,890,320,152,168,24,9,15,137,75,62,698,340,358,587,280,307,42,22,20,30,16,14,39,22,17,19106,9281,9825
5,56,279,0,0,0,SUB-DISTRICT,Mori,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56,280,0,0,0,SUB-DISTRICT,Rajgarhi,Total,13612,70564,35964,34600,10461,5434,5027,19522,9949,9573,489,231,258,44731,26713,18018,25833,9251,16582,34526,17918,16608,29299,15834,13465,23726,11814,11912,582,346,236,465,257,208,4526,3417,1109,5227,2084,3143,3533,1268,2265,358,143,215,329,170,159,1007,503,504,4099,1555,2544,2681,889,1792,319,124,195,168,85,83,931,457,474,1128,529,599,852,379,473,39,19,20,161,85,76,76,46,30,36038,18046,17992
5,56,280,0,0,0,SUB-DISTRICT,Rajgarhi,Rural,12103,63844,32440,31404,9698,5013,4685,18477,9426,9051,471,223,248,39714,23832,15882,24130,8608,15522,32187,16377,15810,27245,14483,12762,23314,11668,11646,568,335,233,445,241,204,2918,2239,679,4942,1894,3048,3486,1253,2233,348,136,212,313,159,154,795,346,449,3838,1380,2458,2635,874,1761,310,118,192,157,78,79,736,310,426,1104,514,590,851,379,472,38,18,20,156,81,75,59,36,23,31657,16063,15594
5,56,280,0,0,0,SUB-DISTRICT,Rajgarhi,Urban,1509,6720,3524,3196,763,421,342,1045,523,522,18,8,10,5017,2881,2136,1703,643,1060,2339,1541,798,2054,1351,703,412,146,266,14,11,3,20,16,4,1608,1178,430,285,190,95,47,15,32,10,7,3,16,11,5,212,157,55,261,175,86,46,15,31,9,6,3,11,7,4,195,147,48,24,15,9,1,0,1,1,1,0,5,4,1,17,10,7,4381,1983,2398
5,56,280,800287,0,0,TOWN,Barkot (NP),Urban,1509,6720,3524,3196,763,421,342,1045,523,522,18,8,10,5017,2881,2136,1703,643,1060,2339,1541,798,2054,1351,703,412,146,266,14,11,3,20,16,4,1608,1178,430,285,190,95,47,15,32,10,7,3,16,11,5,212,157,55,261,175,86,46,15,31,9,6,3,11,7,4,195,147,48,24,15,9,1,0,1,1,1,0,5,4,1,17,10,7,4381,1983,2398
5,56,280,800287,1,0,WARD,Barkot (NP) WARD NO.-0001,Urban,216,1123,573,550,102,59,43,318,150,168,0,0,0,740,443,297,383,130,253,519,255,264,502,242,260,51,9,42,6,4,2,1,0,1,444,229,215,17,13,4,1,1,0,2,1,1,1,1,0,13,10,3,16,12,4,1,1,0,2,1,1,0,0,0,13,10,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,604,318,286
5,56,280,800287,2,0,WARD,Barkot (NP) WARD NO.-0002,Urban,110,458,222,236,60,31,29,73,31,42,0,0,0,302,173,129,156,49,107,232,115,117,232,115,117,185,78,107,0,0,0,0,0,0,47,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,107,119
5,56,280,800287,3,0,WARD,Barkot (NP) WARD NO.-0003,Urban,195,917,483,434,112,60,52,101,51,50,3,2,1,681,388,293,236,95,141,276,211,65,94,78,16,0,0,0,1,1,0,4,2,2,89,75,14,182,133,49,15,5,10,4,2,2,13,10,3,150,116,34,164,120,44,15,5,10,4,2,2,9,7,2,136,106,30,18,13,5,0,0,0,0,0,0,4,3,1,14,10,4,641,272,369
5,56,280,800287,4,0,WARD,Barkot (NP) WARD NO.-0004,Urban,344,1561,802,759,158,84,74,234,119,115,2,1,1,1255,683,572,306,119,187,363,281,82,306,251,55,24,14,10,0,0,0,0,0,0,282,237,45,57,30,27,14,5,9,2,2,0,2,0,2,39,23,16,53,29,24,14,5,9,1,1,0,2,0,2,36,23,13,4,1,3,0,0,0,1,1,0,0,0,0,3,0,3,1198,521,677
5,56,280,800287,5,0,WARD,Barkot (NP) WARD NO.-0005,Urban,237,970,522,448,142,77,65,119,65,54,10,5,5,734,423,311,236,99,137,346,258,88,327,249,78,36,2,34,2,1,1,2,2,0,287,244,43,19,9,10,12,2,10,0,0,0,0,0,0,7,7,0,19,9,10,12,2,10,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,264,360
5,56,280,800287,6,0,WARD,Barkot (NP) WARD NO.-0006,Urban,266,1070,591,479,129,76,53,127,66,61,2,0,2,825,487,338,245,104,141,438,280,158,431,276,155,109,39,70,4,4,0,2,1,1,316,232,84,7,4,3,2,1,1,2,2,0,0,0,0,3,1,2,7,4,3,2,1,1,2,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,311,321
5,56,280,800287,7,0,WARD,Barkot (NP) WARD NO.-0007,Urban,141,621,331,290,60,34,26,73,41,32,1,0,1,480,284,196,141,47,94,165,141,24,162,140,22,7,4,3,1,1,0,11,11,0,143,124,19,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,456,190,266
5,56,281,0,0,0,SUB-DISTRICT,Dunda,Total,12493,60283,30080,30203,8076,4192,3884,14646,7408,7238,1200,565,635,39728,23580,16148,20555,6500,14055,29556,14703,14853,22420,11533,10887,18336,8344,9992,221,159,62,236,165,71,3627,2865,762,7136,3170,3966,4378,1780,2598,472,239,233,401,130,271,1885,1021,864,5676,2473,3203,3571,1386,2185,216,127,89,338,107,231,1551,853,698,1460,697,763,807,394,413,256,112,144,63,23,40,334,168,166,30727,15377,15350
5,56,281,0,0,0,SUB-DISTRICT,Dunda,Rural,12493,60283,30080,30203,8076,4192,3884,14646,7408,7238,1200,565,635,39728,23580,16148,20555,6500,14055,29556,14703,14853,22420,11533,10887,18336,8344,9992,221,159,62,236,165,71,3627,2865,762,7136,3170,3966,4378,1780,2598,472,239,233,401,130,271,1885,1021,864,5676,2473,3203,3571,1386,2185,216,127,89,338,107,231,1551,853,698,1460,697,763,807,394,413,256,112,144,63,23,40,334,168,166,30727,15377,15350
5,56,281,0,0,0,SUB-DISTRICT,Dunda,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56,282,0,0,0,SUB-DISTRICT,Chiniyalisaur,Total,9974,49900,24443,25457,7237,3784,3453,13172,6491,6681,12,5,7,31917,18641,13276,17983,5802,12181,22832,11335,11497,16346,8436,7910,13289,5952,7337,76,37,39,91,78,13,2890,2369,521,6486,2899,3587,5028,2081,2947,365,170,195,140,34,106,953,614,339,5201,2425,2776,4045,1745,2300,230,116,114,129,33,96,797,531,266,1285,474,811,983,336,647,135,54,81,11,1,10,156,83,73,27068,13108,13960
5,56,282,0,0,0,SUB-DISTRICT,Chiniyalisaur,Rural,9974,49900,24443,25457,7237,3784,3453,13172,6491,6681,12,5,7,31917,18641,13276,17983,5802,12181,22832,11335,11497,16346,8436,7910,13289,5952,7337,76,37,39,91,78,13,2890,2369,521,6486,2899,3587,5028,2081,2947,365,170,195,140,34,106,953,614,339,5201,2425,2776,4045,1745,2300,230,116,114,129,33,96,797,531,266,1285,474,811,983,336,647,135,54,81,11,1,10,156,83,73,27068,13108,13960
5,56,282,0,0,0,SUB-DISTRICT,Chiniyalisaur,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,56,283,0,0,0,SUB-DISTRICT,Bhatwari,Total,17529,75056,40164,34892,8976,4800,4176,9344,4852,4492,1039,525,514,55908,33356,22552,19148,6808,12340,33387,20609,12778,27600,17778,9822,13690,6091,7599,434,301,133,916,582,334,12560,10804,1756,5787,2831,2956,4093,1723,2370,304,129,175,217,117,100,1173,862,311,4247,2168,2079,2777,1200,1577,239,109,130,178,97,81,1053,762,291,1540,663,877,1316,523,793,65,20,45,39,20,19,120,100,20,41669,19555,22114
5,56,283,0,0,0,SUB-DISTRICT,Bhatwari,Rural,13350,57471,30466,27005,7095,3747,3348,6697,3478,3219,919,463,456,41708,25095,16613,15763,5371,10392,27517,15876,11641,22502,13546,8956,13567,6006,7561,383,265,118,673,380,293,7879,6895,984,5015,2330,2685,3931,1652,2279,264,101,163,143,83,60,677,494,183,3672,1778,1894,2722,1163,1559,203,83,120,114,68,46,633,464,169,1343,552,791,1209,489,720,61,18,43,29,15,14,44,30,14,29954,14590,15364
5,56,283,0,0,0,SUB-DISTRICT,Bhatwari,Urban,4179,17585,9698,7887,1881,1053,828,2647,1374,1273,120,62,58,14200,8261,5939,3385,1437,1948,5870,4733,1137,5098,4232,866,123,85,38,51,36,15,243,202,41,4681,3909,772,772,501,271,162,71,91,40,28,12,74,34,40,496,368,128,575,390,185,55,37,18,36,26,10,64,29,35,420,298,122,197,111,86,107,34,73,4,2,2,10,5,5,76,70,6,11715,4965,6750
5,56,283,800288,0,0,TOWN,Uttarkashi (NPP),Urban,4132,17475,9601,7874,1881,1053,828,2647,1374,1273,120,62,58,14091,8164,5927,3384,1437,1947,5796,4665,1131,5081,4217,864,123,85,38,51,36,15,243,202,41,4664,3894,770,715,448,267,162,71,91,39,27,12,74,34,40,440,316,124,518,337,181,55,37,18,35,25,10,64,29,35,364,246,118,197,111,86,107,34,73,4,2,2,10,5,5,76,70,6,11679,4936,6743
5,56,283,800288,1,0,WARD,Uttarkashi (NPP) WARD NO.-0001,Urban,407,1845,1047,798,198,105,93,627,314,313,5,3,2,1375,825,550,470,222,248,638,589,49,610,565,45,9,9,0,1,1,0,3,3,0,597,552,45,28,24,4,5,5,0,3,3,0,2,2,0,18,14,4,25,22,3,3,3,0,3,3,0,2,2,0,17,14,3,3,2,1,2,2,0,0,0,0,0,0,0,1,0,1,1207,458,749
5,56,283,800288,2,0,WARD,Uttarkashi (NPP) WARD NO.-0002,Urban,461,1911,1030,881,217,123,94,387,200,187,17,7,10,1534,870,664,377,160,217,575,450,125,544,430,114,1,1,0,4,3,1,7,5,2,532,421,111,31,20,11,2,1,1,0,0,0,2,2,0,27,17,10,26,17,9,2,1,1,0,0,0,0,0,0,24,16,8,5,3,2,0,0,0,0,0,0,2,2,0,3,1,2,1336,580,756
5,56,283,800288,3,0,WARD,Uttarkashi (NPP) WARD NO.-0003,Urban,863,3659,1887,1772,441,246,195,358,192,166,20,8,12,2972,1613,1359,687,274,413,1026,785,241,853,692,161,8,5,3,0,0,0,7,7,0,838,680,158,173,93,80,98,31,67,10,5,5,5,3,2,60,54,6,65,54,11,6,4,2,7,4,3,3,1,2,49,45,4,108,39,69,92,27,65,3,1,2,2,2,0,11,9,2,2633,1102,1531
5,56,283,800288,4,0,WARD,Uttarkashi (NPP) WARD NO.-0004,Urban,347,1449,772,677,162,80,82,309,156,153,8,4,4,1149,657,492,300,115,185,461,376,85,438,356,82,0,0,0,8,7,1,7,7,0,423,342,81,23,20,3,1,1,0,8,7,1,3,3,0,11,9,2,20,17,3,1,1,0,7,6,1,2,2,0,10,8,2,3,3,0,0,0,0,1,1,0,1,1,0,1,1,0,988,396,592
5,56,283,800288,5,0,WARD,Uttarkashi (NPP) WARD NO.-0005,Urban,652,2936,1752,1184,257,154,103,285,164,121,26,16,10,2411,1537,874,525,215,310,1184,922,262,870,710,160,55,44,11,10,6,4,46,21,25,759,639,120,314,212,102,53,30,23,11,6,5,38,15,23,212,161,51,246,155,91,41,26,15,11,6,5,36,15,21,158,108,50,68,57,11,12,4,8,0,0,0,2,0,2,54,53,1,1752,830,922
5,56,283,800288,6,0,WARD,Uttarkashi (NPP) WARD NO.-0006,Urban,378,1558,835,723,158,82,76,221,105,116,4,3,1,1287,719,568,271,116,155,523,411,112,462,376,86,7,2,5,7,6,1,38,37,1,410,331,79,61,35,26,2,2,0,0,0,0,7,3,4,52,30,22,54,31,23,1,1,0,0,0,0,4,3,1,49,27,22,7,4,3,1,1,0,0,0,0,3,0,3,3,3,0,1035,424,611
5,56,283,800288,7,0,WARD,Uttarkashi (NPP) WARD NO.-0007,Urban,461,1906,1010,896,238,135,103,367,197,170,19,11,8,1498,839,659,408,171,237,559,430,129,512,416,96,39,20,19,19,12,7,123,110,13,331,274,57,47,14,33,0,0,0,1,1,0,17,6,11,29,7,22,46,13,33,0,0,0,1,1,0,17,6,11,28,6,22,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1347,580,767
5,56,283,800288,8,0,WARD,Uttarkashi (NPP) WARD NO.-0008,Urban,327,1227,729,498,104,67,37,30,14,16,4,2,2,1055,642,413,172,87,85,470,396,74,453,385,68,0,0,0,2,1,1,7,7,0,444,377,67,17,11,6,0,0,0,0,0,0,0,0,0,17,11,6,16,10,6,0,0,0,0,0,0,0,0,0,16,10,6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,757,333,424
5,56,283,800288,9,0,WARD,Uttarkashi (NPP) WARD NO.-0009,Urban,236,984,539,445,106,61,45,63,32,31,17,8,9,810,462,348,174,77,97,360,306,54,339,287,52,4,4,0,0,0,0,5,5,0,330,278,52,21,19,2,1,1,0,6,5,1,0,0,0,14,13,1,20,18,2,1,1,0,6,5,1,0,0,0,13,12,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,624,233,391
5,56,283,800289,0,0,TOWN,Gangotri (NP),Urban,47,110,97,13,0,0,0,0,0,0,0,0,0,109,97,12,1,0,1,74,68,6,17,15,2,0,0,0,0,0,0,0,0,0,17,15,2,57,53,4,0,0,0,1,1,0,0,0,0,56,52,4,57,53,4,0,0,0,1,1,0,0,0,0,56,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,29,7
5,56,283,800289,1,0,WARD,Gangotri (NP) WARD NO.-0001,Urban,8,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
5,56,283,800289,2,0,WARD,Gangotri (NP) WARD NO.-0002,Urban,10,19,13,6,0,0,0,0,0,0,0,0,0,19,13,6,0,0,0,14,10,4,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,8,5,3,0,0,0,0,0,0,0,0,0,8,5,3,8,5,3,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
5,56,283,800289,3,0,WARD,Gangotri (NP) WARD NO.-0003,Urban,13,36,36,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,17,17,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,0,16,16,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0
5,56,283,800289,4,0,WARD,Gangotri (NP) WARD NO.-0004,Urban,8,39,32,7,0,0,0,0,0,0,0,0,0,38,32,6,1,0,1,30,28,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,28,27,1,0,0,0,1,1,0,0,0,0,27,26,1,28,27,1,0,0,0,1,1,0,0,0,0,27,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5
5,56,283,800289,5,0,WARD,Gangotri (NP) WARD NO.-0005,Urban,8,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,57,0,0,0,0,DISTRICT,Chamoli,Total,88964,391605,193991,197614,52161,27609,24552,79317,39718,39599,12260,6021,6239,280556,155395,125161,111049,38596,72453,180940,93832,87108,115115,65566,49549,69612,28071,41541,1072,623,449,3115,2090,1025,41316,34782,6534,65825,28266,37559,51545,19493,32052,2773,1219,1554,2269,1068,1201,9238,6486,2752,49092,21586,27506,38640,14915,23725,1946,876,1070,1357,739,618,7149,5056,2093,16733,6680,10053,12905,4578,8327,827,343,484,912,329,583,2089,1430,659,210665,100159,110506
5,57,0,0,0,0,DISTRICT,Chamoli,Rural,74318,332209,160369,171840,45217,23813,21404,68000,33757,34243,9046,4457,4589,232303,126871,105432,99906,33498,66408,157909,75841,82068,94517,48981,45536,67057,27141,39916,874,459,415,1955,1168,787,24631,20213,4418,63392,26860,36532,50869,19300,31569,2690,1169,1521,2108,970,1138,7725,5421,2304,47058,20438,26620,38092,14775,23317,1874,832,1042,1233,662,571,5859,4169,1690,16334,6422,9912,12777,4525,8252,816,337,479,875,308,567,1866,1252,614,174300,84528,89772
5,57,0,0,0,0,DISTRICT,Chamoli,Urban,14646,59396,33622,25774,6944,3796,3148,11317,5961,5356,3214,1564,1650,48253,28524,19729,11143,5098,6045,23031,17991,5040,20598,16585,4013,2555,930,1625,198,164,34,1160,922,238,16685,14569,2116,2433,1406,1027,676,193,483,83,50,33,161,98,63,1513,1065,448,2034,1148,886,548,140,408,72,44,28,124,77,47,1290,887,403,399,258,141,128,53,75,11,6,5,37,21,16,223,178,45,36365,15631,20734
5,57,284,0,0,0,SUB-DISTRICT,Joshimath ,Total,12358,48202,27828,20374,5543,2895,2648,6481,3499,2982,7719,3812,3907,37159,23417,13742,11043,4411,6632,26035,17850,8185,19907,14727,5180,6962,3385,3577,235,174,61,1077,814,263,11633,10354,1279,6128,3123,3005,3814,1686,2128,189,140,49,819,348,471,1306,949,357,4379,2357,2022,2882,1358,1524,159,126,33,404,206,198,934,667,267,1749,766,983,932,328,604,30,14,16,415,142,273,372,282,90,22167,9978,12189
5,57,284,0,0,0,SUB-DISTRICT,Joshimath ,Rural,7610,29055,15786,13269,3372,1732,1640,4025,2137,1888,5986,2971,3015,21562,13020,8542,7493,2766,4727,16489,9878,6611,10854,7029,3825,5948,2962,2986,84,47,37,196,85,111,4626,3935,691,5635,2849,2786,3584,1600,1984,175,129,46,784,332,452,1092,788,304,3925,2115,1810,2654,1273,1381,145,115,30,372,192,180,754,535,219,1710,734,976,930,327,603,30,14,16,412,140,272,338,253,85,12566,5908,6658
5,57,284,0,0,0,SUB-DISTRICT,Joshimath ,Urban,4748,19147,12042,7105,2171,1163,1008,2456,1362,1094,1733,841,892,15597,10397,5200,3550,1645,1905,9546,7972,1574,9053,7698,1355,1014,423,591,151,127,24,881,729,152,7007,6419,588,493,274,219,230,86,144,14,11,3,35,16,19,214,161,53,454,242,212,228,85,143,14,11,3,32,14,18,180,132,48,39,32,7,2,1,1,0,0,0,3,2,1,34,29,5,9601,4070,5531
5,57,284,800290,0,0,TOWN,Badrinathpuri (NP),Urban,850,2438,2054,384,68,36,32,113,78,35,22,14,8,2265,1959,306,173,95,78,2178,1870,308,1985,1783,202,52,25,27,45,40,5,815,705,110,1073,1013,60,193,87,106,165,67,98,2,2,0,10,9,1,16,9,7,190,85,105,165,67,98,2,2,0,8,7,1,15,9,6,3,2,1,0,0,0,0,0,0,2,2,0,1,0,1,260,184,76
5,57,284,800290,1,0,WARD,Badrinathpuri (NP) WARD NO.-0001,Urban,508,1218,953,265,48,24,24,24,14,10,8,5,3,1128,909,219,90,44,46,1012,805,207,828,724,104,3,2,1,17,16,1,254,189,65,554,517,37,184,81,103,165,67,98,1,1,0,5,4,1,13,9,4,184,81,103,165,67,98,1,1,0,5,4,1,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,148,58
