State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
5,59,297,800300,2,0,WARD,Tehri (NPP) WARD NO.-0002,Urban,253,523,430,93,20,9,11,67,46,21,4,4,0,457,396,61,66,34,32,394,387,7,392,385,7,1,1,0,0,0,0,1,1,0,390,383,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,43,86
5,59,297,800300,3,0,WARD,Tehri (NPP) WARD NO.-0003,Urban,846,3219,1787,1432,275,159,116,265,146,119,6,4,2,2661,1530,1131,558,257,301,1162,980,182,1148,973,175,2,1,1,6,6,0,2,2,0,1138,964,174,14,7,7,0,0,0,0,0,0,0,0,0,14,7,7,14,7,7,0,0,0,0,0,0,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,807,1250
5,59,297,800300,4,0,WARD,Tehri (NPP) WARD NO.-0004,Urban,349,1558,821,737,196,94,102,314,164,150,5,2,3,1165,653,512,393,168,225,504,425,79,435,371,64,0,0,0,0,0,0,7,7,0,428,364,64,69,54,15,0,0,0,0,0,0,5,2,3,64,52,12,57,43,14,0,0,0,0,0,0,5,2,3,52,41,11,12,11,1,0,0,0,0,0,0,0,0,0,12,11,1,1054,396,658
5,59,297,800300,5,0,WARD,Tehri (NPP) WARD NO.-0005,Urban,408,1972,1023,949,255,128,127,285,150,135,0,0,0,1504,837,667,468,186,282,615,495,120,420,345,75,6,2,4,3,2,1,11,9,2,400,332,68,195,150,45,26,12,14,31,22,9,3,2,1,135,114,21,187,149,38,21,12,9,31,22,9,3,2,1,132,113,19,8,1,7,5,0,5,0,0,0,0,0,0,3,1,2,1357,528,829
5,59,297,800300,6,0,WARD,Tehri (NPP) WARD NO.-0006,Urban,584,2409,1274,1135,304,160,144,127,72,55,2,2,0,1893,1066,827,516,208,308,785,662,123,772,652,120,3,2,1,2,1,1,3,2,1,764,647,117,13,10,3,1,1,0,0,0,0,0,0,0,12,9,3,10,7,3,1,1,0,0,0,0,0,0,0,9,6,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,1624,612,1012
5,59,297,800300,7,0,WARD,Tehri (NPP) WARD NO.-0007,Urban,421,1821,943,878,180,101,79,329,171,158,0,0,0,1480,801,679,341,142,199,514,431,83,486,406,80,3,2,1,0,0,0,3,1,2,480,403,77,28,25,3,0,0,0,0,0,0,1,0,1,27,25,2,26,24,2,0,0,0,0,0,0,1,0,1,25,24,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1307,512,795
5,59,297,800300,8,0,WARD,Tehri (NPP) WARD NO.-0008,Urban,303,1284,677,607,135,79,56,353,179,174,20,9,11,1018,572,446,266,105,161,390,312,78,381,306,75,0,0,0,1,1,0,0,0,0,380,305,75,9,6,3,0,0,0,0,0,0,0,0,0,9,6,3,8,6,2,0,0,0,0,0,0,0,0,0,8,6,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,894,365,529
5,59,297,800300,9,0,WARD,Tehri (NPP) WARD NO.-0009,Urban,580,2164,1146,1018,247,136,111,157,87,70,13,7,6,1791,997,794,373,149,224,691,544,147,680,541,139,1,1,0,2,2,0,7,7,0,670,531,139,11,3,8,3,0,3,1,0,1,0,0,0,7,3,4,8,2,6,3,0,3,1,0,1,0,0,0,4,2,2,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,1473,602,871
5,59,297,800300,10,0,WARD,Tehri (NPP) WARD NO.-0010,Urban,170,620,350,270,74,41,33,162,93,69,10,7,3,506,295,211,114,55,59,224,189,35,219,187,32,1,0,1,0,0,0,0,0,0,218,187,31,5,2,3,0,0,0,0,0,0,1,1,0,4,1,3,5,2,3,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,161,235
5,59,297,800300,11,0,WARD,Tehri (NPP) WARD NO.-0011,Urban,717,2630,1512,1118,245,133,112,258,153,105,44,20,24,2215,1330,885,415,182,233,1074,860,214,993,810,183,11,10,1,5,5,0,9,9,0,968,786,182,81,50,31,13,4,9,21,11,10,2,1,1,45,34,11,73,45,28,13,4,9,21,11,10,1,0,1,38,30,8,8,5,3,0,0,0,0,0,0,1,1,0,7,4,3,1556,652,904
5,59,297,800300,12,0,WARD,Tehri (NPP) WARD NO.-0012,Urban,454,1708,942,766,157,89,68,140,80,60,16,5,11,1475,842,633,233,100,133,578,479,99,549,465,84,1,1,0,0,0,0,1,1,0,547,463,84,29,14,15,1,0,1,0,0,0,0,0,0,28,14,14,27,13,14,1,0,1,0,0,0,0,0,0,26,13,13,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1130,463,667
5,59,297,800300,13,0,WARD,Tehri (NPP) WARD NO.-0013,Urban,448,1745,952,793,202,115,87,296,158,138,14,6,8,1439,825,614,306,127,179,541,449,92,517,443,74,2,2,0,1,0,1,4,3,1,510,438,72,24,6,18,17,1,16,0,0,0,0,0,0,7,5,2,15,5,10,9,0,9,0,0,0,0,0,0,6,5,1,9,1,8,8,1,7,0,0,0,0,0,0,1,0,1,1204,503,701
5,59,297,800301,0,0,TOWN,Chamba (NP)  ,Urban,1971,7771,4149,3622,1010,544,466,601,308,293,46,42,4,6020,3306,2714,1751,843,908,2517,2085,432,2159,1786,373,35,23,12,5,5,0,40,38,2,2079,1720,359,358,299,59,27,10,17,7,6,1,35,21,14,289,262,27,342,290,52,24,10,14,6,5,1,33,19,14,279,256,23,16,9,7,3,0,3,1,1,0,2,2,0,10,6,4,5254,2064,3190
5,59,297,800301,1,0,WARD,Chamba (NP)   WARD NO.-0001,Urban,271,1079,674,405,106,53,53,166,91,75,5,3,2,767,474,293,312,200,112,454,405,49,220,174,46,2,2,0,0,0,0,0,0,0,218,172,46,234,231,3,0,0,0,0,0,0,0,0,0,234,231,3,232,230,2,0,0,0,0,0,0,0,0,0,232,230,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,625,269,356
5,59,297,800301,2,0,WARD,Chamba (NP)   WARD NO.-0002,Urban,325,1197,599,598,149,87,62,68,39,29,0,0,0,965,493,472,232,106,126,337,255,82,328,251,77,2,2,0,0,0,0,10,10,0,316,239,77,9,4,5,2,0,2,0,0,0,0,0,0,7,4,3,9,4,5,2,0,2,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,344,516
5,59,297,800301,3,0,WARD,Chamba (NP)   WARD NO.-0003,Urban,249,992,518,474,127,69,58,37,21,16,1,1,0,795,435,360,197,83,114,312,261,51,300,253,47,2,1,1,2,2,0,9,8,1,287,242,45,12,8,4,2,2,0,0,0,0,0,0,0,10,6,4,11,7,4,2,2,0,0,0,0,0,0,0,9,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,680,257,423
5,59,297,800301,4,0,WARD,Chamba (NP)   WARD NO.-0004,Urban,203,805,435,370,112,62,50,15,6,9,5,3,2,629,355,274,176,80,96,267,234,33,262,230,32,11,8,3,0,0,0,1,1,0,250,221,29,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,538,201,337
5,59,297,800301,5,0,WARD,Chamba (NP)   WARD NO.-0005,Urban,274,923,460,463,118,71,47,21,9,12,0,0,0,747,377,370,176,83,93,296,212,84,229,176,53,8,4,4,3,3,0,15,15,0,203,154,49,67,36,31,19,7,12,6,6,0,32,18,14,10,5,5,61,33,28,17,7,10,5,5,0,30,16,14,9,5,4,6,3,3,2,0,2,1,1,0,2,2,0,1,0,1,627,248,379
5,59,297,800301,6,0,WARD,Chamba (NP)   WARD NO.-0006,Urban,424,1845,1013,832,242,134,108,220,102,118,34,34,0,1415,799,616,430,214,216,632,540,92,610,527,83,5,3,2,0,0,0,5,4,1,600,520,80,22,13,9,4,1,3,0,0,0,3,3,0,15,9,6,17,10,7,3,1,2,0,0,0,3,3,0,11,6,5,5,3,2,1,0,1,0,0,0,0,0,0,4,3,1,1213,473,740
5,59,297,800301,7,0,WARD,Chamba (NP)   WARD NO.-0007,Urban,225,930,450,480,156,68,88,74,40,34,1,1,0,702,373,329,228,77,151,219,178,41,210,175,35,5,3,2,0,0,0,0,0,0,205,172,33,9,3,6,0,0,0,1,0,1,0,0,0,8,3,5,9,3,6,0,0,0,1,0,1,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,272,439
5,59,298,0,0,0,SUB-DISTRICT,Dhanaulti,Total,12409,74083,37099,36984,11250,5797,5453,13669,6912,6757,268,107,161,47467,27548,19919,26616,9551,17065,34755,18237,16518,26844,15145,11699,21876,11418,10458,510,312,198,247,159,88,4211,3256,955,7911,3092,4819,6126,2127,3999,542,244,298,212,65,147,1031,656,375,6040,2195,3845,4654,1426,3228,449,208,241,182,57,125,755,504,251,1871,897,974,1472,701,771,93,36,57,30,8,22,276,152,124,39328,18862,20466
5,59,298,0,0,0,SUB-DISTRICT,Dhanaulti,Rural,12409,74083,37099,36984,11250,5797,5453,13669,6912,6757,268,107,161,47467,27548,19919,26616,9551,17065,34755,18237,16518,26844,15145,11699,21876,11418,10458,510,312,198,247,159,88,4211,3256,955,7911,3092,4819,6126,2127,3999,542,244,298,212,65,147,1031,656,375,6040,2195,3845,4654,1426,3228,449,208,241,182,57,125,755,504,251,1871,897,974,1472,701,771,93,36,57,30,8,22,276,152,124,39328,18862,20466
5,59,298,0,0,0,SUB-DISTRICT,Dhanaulti,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,59,299,0,0,0,SUB-DISTRICT,Narendranagar,Total,23221,105680,54009,51671,13827,7337,6490,11726,6052,5674,78,49,29,72339,41986,30353,33341,12023,21318,42347,25948,16399,28607,20048,8559,10917,4767,6150,335,217,118,523,373,150,16832,14691,2141,13740,5900,7840,9197,2671,6526,822,439,383,143,84,59,3578,2706,872,9623,4351,5272,6387,1886,4501,258,158,100,95,61,34,2883,2246,637,4117,1549,2568,2810,785,2025,564,281,283,48,23,25,695,460,235,63333,28061,35272
5,59,299,0,0,0,SUB-DISTRICT,Narendranagar,Rural,15257,70995,34727,36268,9764,5125,4639,8691,4379,4312,21,13,8,45507,26118,19389,25488,8609,16879,31678,16653,15025,18938,11521,7417,10875,4730,6145,320,203,117,348,250,98,7395,6338,1057,12740,5132,7608,9176,2662,6514,816,435,381,123,72,51,2625,1963,662,8724,3656,5068,6367,1877,4490,252,154,98,77,50,27,2028,1575,453,4016,1476,2540,2809,785,2024,564,281,283,46,22,24,597,388,209,39317,18074,21243
5,59,299,0,0,0,SUB-DISTRICT,Narendranagar,Urban,7964,34685,19282,15403,4063,2212,1851,3035,1673,1362,57,36,21,26832,15868,10964,7853,3414,4439,10669,9295,1374,9669,8527,1142,42,37,5,15,14,1,175,123,52,9437,8353,1084,1000,768,232,21,9,12,6,4,2,20,12,8,953,743,210,899,695,204,20,9,11,6,4,2,18,11,7,855,671,184,101,73,28,1,0,1,0,0,0,2,1,1,98,72,26,24016,9987,14029
5,59,299,44604,0,0,TOWN,Dhaluwala (CT),Urban,4173,18016,9468,8548,2322,1303,1019,367,206,161,30,15,15,13837,7839,5998,4179,1629,2550,4718,4186,532,4274,3849,425,13,11,2,8,8,0,87,63,24,4166,3767,399,444,337,107,12,4,8,4,3,1,3,2,1,425,328,97,401,307,94,11,4,7,4,3,1,2,1,1,384,299,85,43,30,13,1,0,1,0,0,0,1,1,0,41,29,12,13298,5282,8016
5,59,299,44604,1,0,WARD,Dhaluwala (CT) WARD NO.-0001,Urban,4173,18016,9468,8548,2322,1303,1019,367,206,161,30,15,15,13837,7839,5998,4179,1629,2550,4718,4186,532,4274,3849,425,13,11,2,8,8,0,87,63,24,4166,3767,399,444,337,107,12,4,8,4,3,1,3,2,1,425,328,97,401,307,94,11,4,7,4,3,1,2,1,1,384,299,85,43,30,13,1,0,1,0,0,0,1,1,0,41,29,12,13298,5282,8016
5,59,299,800302,0,0,TOWN,Narendranagar (NPP),Urban,1297,6049,3493,2556,518,277,241,1215,663,552,19,17,2,4956,2988,1968,1093,505,588,2160,1818,342,1850,1565,285,9,7,2,1,1,0,24,15,9,1816,1542,274,310,253,57,5,3,2,2,1,1,10,7,3,293,242,51,289,232,57,5,3,2,2,1,1,10,7,3,272,221,51,21,21,0,0,0,0,0,0,0,0,0,0,21,21,0,3889,1675,2214
5,59,299,800302,1,0,WARD,Narendranagar (NPP) WARD NO.-0001,Urban,291,1405,841,564,137,82,55,422,230,192,3,3,0,1032,640,392,373,201,172,583,487,96,349,293,56,1,1,0,1,1,0,1,1,0,346,290,56,234,194,40,1,1,0,2,1,1,7,4,3,224,188,36,222,182,40,1,1,0,2,1,1,7,4,3,212,176,36,12,12,0,0,0,0,0,0,0,0,0,0,12,12,0,822,354,468
5,59,299,800302,2,0,WARD,Narendranagar (NPP) WARD NO.-0002,Urban,498,2547,1491,1056,143,79,64,236,131,105,10,8,2,2217,1360,857,330,131,199,841,729,112,804,704,100,3,2,1,0,0,0,2,1,1,799,701,98,37,25,12,3,1,2,0,0,0,1,1,0,33,23,10,37,25,12,3,1,2,0,0,0,1,1,0,33,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1706,762,944
5,59,299,800302,3,0,WARD,Narendranagar (NPP) WARD NO.-0003,Urban,270,1118,607,511,104,50,54,292,153,139,6,6,0,957,533,424,161,74,87,393,311,82,383,304,79,4,3,1,0,0,0,3,1,2,376,300,76,10,7,3,0,0,0,0,0,0,1,1,0,9,6,3,10,7,3,0,0,0,0,0,0,1,1,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,296,429
5,59,299,800302,4,0,WARD,Narendranagar (NPP) WARD NO.-0004,Urban,238,979,554,425,134,66,68,265,149,116,0,0,0,750,455,295,229,99,130,343,291,52,314,264,50,1,1,0,0,0,0,18,12,6,295,251,44,29,27,2,1,1,0,0,0,0,1,1,0,27,25,2,20,18,2,1,1,0,0,0,0,1,1,0,18,16,2,9,9,0,0,0,0,0,0,0,0,0,0,9,9,0,636,263,373
5,59,299,800303,0,0,TOWN,Muni Ki Reti (NP),Urban,2494,10620,6321,4299,1223,632,591,1453,804,649,8,4,4,8039,5041,2998,2581,1280,1301,3791,3291,500,3545,3113,432,20,19,1,6,5,1,64,45,19,3455,3044,411,246,178,68,4,2,2,0,0,0,7,3,4,235,173,62,209,156,53,4,2,2,0,0,0,6,3,3,199,151,48,37,22,15,0,0,0,0,0,0,1,0,1,36,22,14,6829,3030,3799
5,59,299,800303,1,0,WARD,Muni Ki Reti (NP) WARD NO.-0001,Urban,367,1497,992,505,154,80,74,600,321,279,0,0,0,1087,772,315,410,220,190,513,409,104,468,377,91,1,1,0,2,1,1,13,6,7,452,369,83,45,32,13,2,1,1,0,0,0,0,0,0,43,31,12,35,24,11,2,1,1,0,0,0,0,0,0,33,23,10,10,8,2,0,0,0,0,0,0,0,0,0,10,8,2,984,583,401
5,59,299,800303,2,0,WARD,Muni Ki Reti (NP) WARD NO.-0002,Urban,411,1770,1004,766,164,78,86,184,90,94,1,1,0,1477,889,588,293,115,178,522,446,76,458,388,70,8,7,1,2,2,0,5,4,1,443,375,68,64,58,6,2,1,1,0,0,0,1,1,0,61,56,5,64,58,6,2,1,1,0,0,0,1,1,0,61,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,558,690
5,59,299,800303,3,0,WARD,Muni Ki Reti (NP) WARD NO.-0003,Urban,260,1055,617,438,100,47,53,100,52,48,0,0,0,857,536,321,198,81,117,368,316,52,348,299,49,5,5,0,0,0,0,0,0,0,343,294,49,20,17,3,0,0,0,0,0,0,0,0,0,20,17,3,17,14,3,0,0,0,0,0,0,0,0,0,17,14,3,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,687,301,386
5,59,299,800303,4,0,WARD,Muni Ki Reti (NP) WARD NO.-0004,Urban,270,1124,609,515,135,79,56,38,18,20,0,0,0,901,506,395,223,103,120,367,316,51,350,307,43,2,2,0,0,0,0,5,5,0,343,300,43,17,9,8,0,0,0,0,0,0,0,0,0,17,9,8,12,6,6,0,0,0,0,0,0,0,0,0,12,6,6,5,3,2,0,0,0,0,0,0,0,0,0,5,3,2,757,293,464
5,59,299,800303,5,0,WARD,Muni Ki Reti (NP) WARD NO.-0005,Urban,541,2376,1425,951,317,168,149,262,167,95,7,3,4,1622,1014,608,754,411,343,963,874,89,914,842,72,2,2,0,1,1,0,14,10,4,897,829,68,49,32,17,0,0,0,0,0,0,1,1,0,48,31,17,40,27,13,0,0,0,0,0,0,1,1,0,39,26,13,9,5,4,0,0,0,0,0,0,0,0,0,9,5,4,1413,551,862
5,59,299,800303,6,0,WARD,Muni Ki Reti (NP) WARD NO.-0006,Urban,252,1167,706,461,137,67,70,119,64,55,0,0,0,871,569,302,296,137,159,431,386,45,391,361,30,2,2,0,0,0,0,13,7,6,376,352,24,40,25,15,0,0,0,0,0,0,5,1,4,35,24,11,35,22,13,0,0,0,0,0,0,4,1,3,31,21,10,5,3,2,0,0,0,0,0,0,1,0,1,4,3,1,736,320,416
5,59,299,800303,7,0,WARD,Muni Ki Reti (NP) WARD NO.-0007,Urban,393,1631,968,663,216,113,103,150,92,58,0,0,0,1224,755,469,407,213,194,627,544,83,616,539,77,0,0,0,1,1,0,14,13,1,601,525,76,11,5,6,0,0,0,0,0,0,0,0,0,11,5,6,6,5,1,0,0,0,0,0,0,0,0,0,6,5,1,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,1004,424,580
5,60,0,0,0,0,DISTRICT,Dehradun,Total,347001,1696694,892199,804495,201652,106746,94906,228901,120430,108471,111663,58264,53399,1259506,702216,557290,437188,189983,247205,582768,458834,123934,488161,399695,88466,60373,41169,19204,20424,16847,3577,17960,13994,3966,389404,327685,61719,94607,59139,35468,16803,6633,10170,17771,12378,5393,5032,2413,2619,55001,37715,17286,78099,49427,28672,12584,4977,7607,13720,9796,3924,3853,1948,1905,47942,32706,15236,16508,9712,6796,4219,1656,2563,4051,2582,1469,1179,465,714,7059,5009,2050,1113926,433365,680561
5,60,0,0,0,0,DISTRICT,Dehradun,Rural,144112,754753,392891,361862,99957,52203,47754,119123,62548,56575,101475,52825,48650,517836,292382,225454,236917,100509,136408,265341,198393,66948,205986,162764,43222,57846,39281,18565,16803,13759,3044,7236,5346,1890,124101,104378,19723,59355,35629,23726,15992,6189,9803,15455,10542,4913,2963,1374,1589,24945,17524,7421,47568,29166,18402,11843,4577,7266,11960,8418,3542,2365,1145,1220,21400,15026,6374,11787,6463,5324,4149,1612,2537,3495,2124,1371,598,229,369,3545,2498,1047,489412,194498,294914
5,60,0,0,0,0,DISTRICT,Dehradun,Urban,202889,941941,499308,442633,101695,54543,47152,109778,57882,51896,10188,5439,4749,741670,409834,331836,200271,89474,110797,317427,260441,56986,282175,236931,45244,2527,1888,639,3621,3088,533,10724,8648,2076,265303,223307,41996,35252,23510,11742,811,444,367,2316,1836,480,2069,1039,1030,30056,20191,9865,30531,20261,10270,741,400,341,1760,1378,382,1488,803,685,26542,17680,8862,4721,3249,1472,70,44,26,556,458,98,581,236,345,3514,2511,1003,624514,238867,385647
5,60,300,0,0,0,SUB-DISTRICT,Chakrata ,Total,6158,49607,26536,23071,7766,3913,3853,19182,10013,9169,24909,12566,12343,26659,16489,10170,22948,10047,12901,24969,16046,8923,19867,13914,5953,13382,8675,4707,1020,685,335,366,184,182,5099,4370,729,5102,2132,2970,3848,1454,2394,521,277,244,157,50,107,576,351,225,4113,1776,2337,3028,1162,1866,467,266,201,115,41,74,503,307,196,989,356,633,820,292,528,54,11,43,42,9,33,73,44,29,24638,10490,14148
5,60,300,0,0,0,SUB-DISTRICT,Chakrata ,Rural,5399,44490,22819,21671,7399,3714,3685,18638,9705,8933,24052,12119,11933,22366,13171,9195,22124,9648,12476,21459,12934,8525,16615,10956,5659,13358,8654,4704,1010,679,331,298,132,166,1949,1491,458,4844,1978,2866,3847,1453,2394,518,275,243,144,40,104,335,210,125,3863,1626,2237,3027,1161,1866,464,264,200,103,32,71,269,169,100,981,352,629,820,292,528,54,11,43,41,8,33,66,41,25,23031,9885,13146
5,60,300,0,0,0,SUB-DISTRICT,Chakrata ,Urban,759,5117,3717,1400,367,199,168,544,308,236,857,447,410,4293,3318,975,824,399,425,3510,3112,398,3252,2958,294,24,21,3,10,6,4,68,52,16,3150,2879,271,258,154,104,1,1,0,3,2,1,13,10,3,241,141,100,250,150,100,1,1,0,3,2,1,12,9,3,234,138,96,8,4,4,0,0,0,0,0,0,1,1,0,7,3,4,1607,605,1002
5,60,300,800304,0,0,TOWN,Chakrata (CB),Urban,759,5117,3717,1400,367,199,168,544,308,236,857,447,410,4293,3318,975,824,399,425,3510,3112,398,3252,2958,294,24,21,3,10,6,4,68,52,16,3150,2879,271,258,154,104,1,1,0,3,2,1,13,10,3,241,141,100,250,150,100,1,1,0,3,2,1,12,9,3,234,138,96,8,4,4,0,0,0,0,0,0,1,1,0,7,3,4,1607,605,1002
5,60,300,800304,1,0,WARD,Chakrata (CB) WARD NO.-0001,Urban,101,711,448,263,47,24,23,64,41,23,132,71,61,600,400,200,111,48,63,484,357,127,476,354,122,7,6,1,0,0,0,9,7,2,460,341,119,8,3,5,0,0,0,0,0,0,0,0,0,8,3,5,8,3,5,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,91,136
5,60,300,800304,2,0,WARD,Chakrata (CB) WARD NO.-0002,Urban,140,1124,852,272,65,39,26,221,128,93,66,37,29,954,768,186,170,84,86,815,736,79,744,691,53,5,4,1,1,1,0,3,2,1,735,684,51,71,45,26,0,0,0,1,1,0,1,1,0,69,43,26,66,42,24,0,0,0,1,1,0,0,0,0,65,41,24,5,3,2,0,0,0,0,0,0,1,1,0,4,2,2,309,116,193
5,60,300,800304,3,0,WARD,Chakrata (CB) WARD NO.-0003,Urban,122,1372,1203,169,49,23,26,37,18,19,100,50,50,1204,1108,96,168,95,73,1210,1149,61,1122,1093,29,5,4,1,3,3,0,3,1,2,1111,1085,26,88,56,32,1,1,0,0,0,0,0,0,0,87,55,32,85,55,30,1,1,0,0,0,0,0,0,0,84,54,30,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,162,54,108
5,60,300,800304,4,0,WARD,Chakrata (CB) WARD NO.-0004,Urban,157,918,692,226,96,55,41,27,17,10,104,54,50,768,613,155,150,79,71,625,581,44,615,576,39,4,4,0,1,0,1,0,0,0,610,572,38,10,5,5,0,0,0,0,0,0,1,0,1,9,5,4,10,5,5,0,0,0,0,0,0,1,0,1,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,111,182
5,60,300,800304,5,0,WARD,Chakrata (CB) WARD NO.-0005,Urban,121,487,262,225,55,30,25,137,71,66,137,73,64,369,207,162,118,55,63,170,142,28,162,137,25,0,0,0,1,1,0,0,0,0,161,136,25,8,5,3,0,0,0,1,1,0,0,0,0,7,4,3,8,5,3,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,120,197
5,60,300,800304,6,0,WARD,Chakrata (CB) WARD NO.-0006,Urban,118,505,260,245,55,28,27,58,33,25,318,162,156,398,222,176,107,38,69,206,147,59,133,107,26,3,3,0,4,1,3,53,42,11,73,61,12,73,40,33,0,0,0,1,0,1,11,9,2,61,31,30,73,40,33,0,0,0,1,0,1,11,9,2,61,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,113,186
5,60,301,0,0,0,SUB-DISTRICT,Tyuni,Total,4715,33926,17716,16210,5613,2849,2764,8859,4672,4187,19568,10356,9212,18430,11090,7340,15496,6626,8870,14855,9086,5769,10514,7471,3043,7349,5259,2090,937,606,331,139,112,27,2089,1494,595,4341,1615,2726,2960,1029,1931,796,280,516,218,32,186,367,274,93,2933,1123,1810,1878,674,1204,558,196,362,194,23,171,303,230,73,1408,492,916,1082,355,727,238,84,154,24,9,15,64,44,20,19071,8630,10441
5,60,301,0,0,0,SUB-DISTRICT,Tyuni,Rural,4715,33926,17716,16210,5613,2849,2764,8859,4672,4187,19568,10356,9212,18430,11090,7340,15496,6626,8870,14855,9086,5769,10514,7471,3043,7349,5259,2090,937,606,331,139,112,27,2089,1494,595,4341,1615,2726,2960,1029,1931,796,280,516,218,32,186,367,274,93,2933,1123,1810,1878,674,1204,558,196,362,194,23,171,303,230,73,1408,492,916,1082,355,727,238,84,154,24,9,15,64,44,20,19071,8630,10441
5,60,301,0,0,0,SUB-DISTRICT,Tyuni,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,60,302,0,0,0,SUB-DISTRICT,Kalsi,Total,6421,47329,24840,22489,6742,3453,3289,15708,8261,7447,27463,14302,13161,27903,16703,11200,19426,8137,11289,23724,13983,9741,18338,11491,6847,13424,7850,5574,666,465,201,284,213,71,3964,2963,1001,5386,2492,2894,3348,1374,1974,813,451,362,124,69,55,1101,598,503,3903,1835,2068,2339,932,1407,600,349,251,84,47,37,880,507,373,1483,657,826,1009,442,567,213,102,111,40,22,18,221,91,130,23605,10857,12748
