State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
21,0,0,0,0,0,STATE,ODISHA,Total,9637820,41974218,21212136,20762082,5273194,2716497,2556697,7188463,3617808,3570655,9590756,4727732,4863024,26742595,15089681,11652914,15231623,6122455,9109168,17541589,11902655,5638934,10707543,8794413,1913130,3279769,2924537,355232,2420540,1746831,673709,441486,315176,126310,4565748,3807869,757879,6834046,3108242,3725804,824220,450813,373407,4319453,1735005,2584448,341594,124039,217555,1348779,798385,550394,5597143,2610626,2986517,667541,380032,287509,3576371,1468309,2108062,266179,99662,166517,1087052,662623,424429,1236903,497616,739287,156679,70781,85898,743082,266696,476386,75415,24377,51038,261727,135762,125965,24432629,9309481,15123148
21,0,0,0,0,0,STATE,ODISHA,Rural,8089987,34970562,17586203,17384359,4525870,2325832,2200038,6218642,3127719,3090923,8994967,4428522,4566445,21377915,12154552,9223363,13592647,5431651,8160996,15103714,9941574,5162140,8623947,7045991,1577956,3219409,2869857,349552,2355909,1697973,657936,345719,238211,107508,2702910,2239950,462960,6479767,2895583,3584184,810942,442804,368138,4263034,1706770,2556264,313572,109696,203876,1092219,636313,455906,5294257,2426755,2867502,655568,372777,282791,3531011,1444381,2086630,243733,87888,155845,863945,521709,342236,1185510,468828,716682,155374,70027,85347,732023,262389,469634,69839,21808,48031,228274,114604,113670,19866848,7644629,12222219
21,0,0,0,0,0,STATE,ODISHA,Urban,1547833,7003656,3625933,3377723,747324,390665,356659,969821,490089,479732,595789,299210,296579,5364680,2935129,2429551,1638976,690804,948172,2437875,1961081,476794,2083596,1748422,335174,60360,54680,5680,64631,48858,15773,95767,76965,18802,1862838,1567919,294919,354279,212659,141620,13278,8009,5269,56419,28235,28184,28022,14343,13679,256560,162072,94488,302886,183871,119015,11973,7255,4718,45360,23928,21432,22446,11774,10672,223107,140914,82193,51393,28788,22605,1305,754,551,11059,4307,6752,5576,2569,3007,33453,21158,12295,4565781,1664852,2900929
21,370,0,0,0,0,DISTRICT,Bargarh,Total,370308,1481255,749161,732094,162922,83267,79655,298780,150420,148360,281135,140542,140593,983783,557217,426566,497472,191944,305528,762092,473305,288787,474390,372806,101584,173496,153167,20329,152438,103347,49091,34886,23513,11373,113570,92779,20791,287702,100499,187203,42917,15194,27723,208212,68350,139862,13259,4130,9129,23314,12825,10489,239923,84298,155625,34087,12196,21891,175824,58382,117442,11121,3289,7832,18891,10431,8460,47779,16201,31578,8830,2998,5832,32388,9968,22420,2138,841,1297,4423,2394,2029,719163,275856,443307
21,370,0,0,0,0,DISTRICT,Bargarh,Rural,336130,1331145,672603,658542,146333,74709,71624,269396,135660,133736,270996,135586,135410,869172,494987,374185,461973,177616,284357,706885,429942,276943,426776,333482,93294,171617,151392,20225,150632,102041,48591,30443,20389,10054,74084,59660,14424,280109,96460,183649,42526,15014,27512,207014,67880,139134,12179,3771,8408,18390,9795,8595,233403,80912,152491,33741,12035,21706,174842,57985,116857,10160,2996,7164,14660,7896,6764,46706,15548,31158,8785,2979,5806,32172,9895,22277,2019,775,1244,3730,1899,1831,624260,242661,381599
21,370,0,0,0,0,DISTRICT,Bargarh,Urban,34178,150110,76558,73552,16589,8558,8031,29384,14760,14624,10139,4956,5183,114611,62230,52381,35499,14328,21171,55207,43363,11844,47614,39324,8290,1879,1775,104,1806,1306,500,4443,3124,1319,39486,33119,6367,7593,4039,3554,391,180,211,1198,470,728,1080,359,721,4924,3030,1894,6520,3386,3134,346,161,185,982,397,585,961,293,668,4231,2535,1696,1073,653,420,45,19,26,216,73,143,119,66,53,693,495,198,94903,33195,61708
21,370,2755,0,0,0,SUB-DISTRICT,Paikamal,Total,22369,91916,45732,46184,11791,5972,5819,13544,6754,6790,35209,17525,17684,52917,30855,22062,38999,14877,24122,46853,26955,19898,25292,19400,5892,9893,8784,1109,10334,6594,3740,476,399,77,4589,3623,966,21561,7555,14006,2767,1165,1602,17373,5640,11733,276,103,173,1145,647,498,18373,6451,11922,2294,991,1303,14968,4882,10086,233,82,151,878,496,382,3188,1104,2084,473,174,299,2405,758,1647,43,21,22,267,151,116,45063,18777,26286
21,370,2755,0,0,0,SUB-DISTRICT,Paikamal,Rural,22369,91916,45732,46184,11791,5972,5819,13544,6754,6790,35209,17525,17684,52917,30855,22062,38999,14877,24122,46853,26955,19898,25292,19400,5892,9893,8784,1109,10334,6594,3740,476,399,77,4589,3623,966,21561,7555,14006,2767,1165,1602,17373,5640,11733,276,103,173,1145,647,498,18373,6451,11922,2294,991,1303,14968,4882,10086,233,82,151,878,496,382,3188,1104,2084,473,174,299,2405,758,1647,43,21,22,267,151,116,45063,18777,26286
21,370,2755,0,0,0,SUB-DISTRICT,Paikamal,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,370,2756,0,0,0,SUB-DISTRICT,Jharbandha,Total,25578,103676,51217,52459,12918,6570,6348,16034,7777,8257,29886,14755,15131,61345,35017,26328,42331,16200,26131,57413,31362,26051,29937,23286,6651,15353,13103,2250,11028,7381,3647,439,355,84,3117,2447,670,27476,8076,19400,3983,1282,2701,22432,6329,16103,393,117,276,668,348,320,23071,6741,16330,3135,1062,2073,19063,5301,13762,325,91,234,548,287,261,4405,1335,3070,848,220,628,3369,1028,2341,68,26,42,120,61,59,46263,19855,26408
21,370,2756,0,0,0,SUB-DISTRICT,Jharbandha,Rural,25578,103676,51217,52459,12918,6570,6348,16034,7777,8257,29886,14755,15131,61345,35017,26328,42331,16200,26131,57413,31362,26051,29937,23286,6651,15353,13103,2250,11028,7381,3647,439,355,84,3117,2447,670,27476,8076,19400,3983,1282,2701,22432,6329,16103,393,117,276,668,348,320,23071,6741,16330,3135,1062,2073,19063,5301,13762,325,91,234,548,287,261,4405,1335,3070,848,220,628,3369,1028,2341,68,26,42,120,61,59,46263,19855,26408
21,370,2756,0,0,0,SUB-DISTRICT,Jharbandha,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,370,2757,0,0,0,SUB-DISTRICT,Padmapur,Total,19586,81259,40861,40398,9008,4755,4253,13557,6764,6793,17154,8550,8604,53092,29664,23428,28167,11197,16970,41705,25213,16492,24151,18950,5201,6045,5343,702,7788,5408,2380,2269,1525,744,8049,6674,1375,17554,6263,11291,2762,1062,1700,13001,4323,8678,714,224,490,1077,654,423,15059,5572,9487,1991,866,1125,11576,3971,7605,595,184,411,897,551,346,2495,691,1804,771,196,575,1425,352,1073,119,40,79,180,103,77,39554,15648,23906
21,370,2757,0,0,0,SUB-DISTRICT,Padmapur,Rural,15756,63634,31873,31761,7109,3713,3396,10961,5459,5502,15225,7605,7620,39999,22540,17459,23635,9333,14302,36059,20458,15601,19101,14598,4503,5754,5058,696,7541,5195,2346,1943,1266,677,3863,3079,784,16958,5860,11098,2732,1036,1696,12739,4158,8581,693,214,479,794,452,342,14541,5208,9333,1961,840,1121,11351,3813,7538,578,176,402,651,379,272,2417,652,1765,771,196,575,1388,345,1043,115,38,77,143,73,70,27575,11415,16160
21,370,2757,0,0,0,SUB-DISTRICT,Padmapur,Urban,3830,17625,8988,8637,1899,1042,857,2596,1305,1291,1929,945,984,13093,7124,5969,4532,1864,2668,5646,4755,891,5050,4352,698,291,285,6,247,213,34,326,259,67,4186,3595,591,596,403,193,30,26,4,262,165,97,21,10,11,283,202,81,518,364,154,30,26,4,225,158,67,17,8,9,246,172,74,78,39,39,0,0,0,37,7,30,4,2,2,37,30,7,11979,4233,7746
21,370,2757,801803,0,0,TOWN,Padmapur (NAC),Urban,3830,17625,8988,8637,1899,1042,857,2596,1305,1291,1929,945,984,13093,7124,5969,4532,1864,2668,5646,4755,891,5050,4352,698,291,285,6,247,213,34,326,259,67,4186,3595,591,596,403,193,30,26,4,262,165,97,21,10,11,283,202,81,518,364,154,30,26,4,225,158,67,17,8,9,246,172,74,78,39,39,0,0,0,37,7,30,4,2,2,37,30,7,11979,4233,7746
21,370,2757,801803,1,0,WARD,Padmapur (NAC) WARD NO.-0001,Urban,480,2109,1054,1055,203,102,101,207,103,104,380,183,197,1612,858,754,497,196,301,715,569,146,610,512,98,32,31,1,8,7,1,16,13,3,554,461,93,105,57,48,3,2,1,74,39,35,1,0,1,27,16,11,80,55,25,3,2,1,51,39,12,1,0,1,25,14,11,25,2,23,0,0,0,23,0,23,0,0,0,2,2,0,1394,485,909
21,370,2757,801803,2,0,WARD,Padmapur (NAC) WARD NO.-0002,Urban,655,2825,1481,1344,239,131,108,153,85,68,200,91,109,2430,1294,1136,395,187,208,874,752,122,805,689,116,11,10,1,6,6,0,26,25,1,762,648,114,69,63,6,11,11,0,19,16,3,2,2,0,37,34,3,60,57,3,11,11,0,16,15,1,2,2,0,31,29,2,9,6,3,0,0,0,3,1,2,0,0,0,6,5,1,1951,729,1222
21,370,2757,801803,3,0,WARD,Padmapur (NAC) WARD NO.-0003,Urban,326,1478,744,734,148,82,66,94,49,45,218,108,110,1149,611,538,329,133,196,463,414,49,366,338,28,13,12,1,10,10,0,17,16,1,326,300,26,97,76,21,5,5,0,65,55,10,5,3,2,22,13,9,91,73,18,5,5,0,61,54,7,4,2,2,21,12,9,6,3,3,0,0,0,4,1,3,1,1,0,1,1,0,1015,330,685
21,370,2757,801803,4,0,WARD,Padmapur (NAC) WARD NO.-0004,Urban,242,1133,573,560,127,80,47,75,37,38,113,58,55,907,463,444,226,110,116,359,299,60,277,243,34,27,25,2,9,7,2,11,7,4,230,204,26,82,56,26,0,0,0,21,9,12,5,2,3,56,45,11,66,42,24,0,0,0,21,9,12,5,2,3,40,31,9,16,14,2,0,0,0,0,0,0,0,0,0,16,14,2,774,274,500
21,370,2757,801803,5,0,WARD,Padmapur (NAC) WARD NO.-0005,Urban,188,998,499,499,104,64,40,145,72,73,58,28,30,834,421,413,164,78,86,313,274,39,300,263,37,31,31,0,5,5,0,88,75,13,176,152,24,13,11,2,2,2,0,1,1,0,1,1,0,9,7,2,11,9,2,2,2,0,1,1,0,0,0,0,8,6,2,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,685,225,460
21,370,2757,801803,6,0,WARD,Padmapur (NAC) WARD NO.-0006,Urban,245,1121,563,558,118,58,60,210,102,108,119,58,61,849,465,384,272,98,174,352,308,44,303,277,26,39,38,1,24,19,5,4,2,2,236,218,18,49,31,18,0,0,0,14,7,7,0,0,0,35,24,11,44,27,17,0,0,0,14,7,7,0,0,0,30,20,10,5,4,1,0,0,0,0,0,0,0,0,0,5,4,1,769,255,514
21,370,2757,801803,7,0,WARD,Padmapur (NAC) WARD NO.-0007,Urban,366,1752,908,844,200,99,101,238,119,119,318,152,166,1209,711,498,543,197,346,557,491,66,510,453,57,71,71,0,31,28,3,10,9,1,398,345,53,47,38,9,3,3,0,21,14,7,2,2,0,21,19,2,46,37,9,3,3,0,21,14,7,2,2,0,20,18,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1195,417,778
21,370,2757,801803,8,0,WARD,Padmapur (NAC) WARD NO.-0008,Urban,504,2295,1169,1126,292,172,120,338,172,166,329,164,165,1522,835,687,773,334,439,725,637,88,663,598,65,40,40,0,143,123,20,65,55,10,415,380,35,62,39,23,2,2,0,27,17,10,3,0,3,30,20,10,53,34,19,2,2,0,23,14,9,1,0,1,27,18,9,9,5,4,0,0,0,4,3,1,2,0,2,3,2,1,1570,532,1038
21,370,2757,801803,9,0,WARD,Padmapur (NAC) WARD NO.-0009,Urban,153,815,446,369,76,41,35,12,8,4,15,8,7,601,367,234,214,79,135,248,190,58,240,187,53,6,6,0,4,3,1,61,35,26,169,143,26,8,3,5,0,0,0,3,1,2,0,0,0,5,2,3,8,3,5,0,0,0,3,1,2,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,256,311
21,370,2757,801803,10,0,WARD,Padmapur (NAC) WARD NO.-0010,Urban,322,1533,775,758,217,116,101,641,324,317,48,28,20,1026,568,458,507,207,300,523,416,107,485,404,81,13,13,0,4,3,1,9,8,1,459,380,79,38,12,26,2,0,2,10,2,8,2,0,2,24,10,14,36,12,24,2,0,2,10,2,8,2,0,2,22,10,12,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1010,359,651
21,370,2757,801803,11,0,WARD,Padmapur (NAC) WARD NO.-0011,Urban,349,1566,776,790,175,97,78,483,234,249,131,67,64,954,531,423,612,245,367,517,405,112,491,388,103,8,8,0,3,2,1,19,14,5,461,364,97,26,17,9,2,1,1,7,4,3,0,0,0,17,12,5,23,15,8,2,1,1,4,2,2,0,0,0,17,12,5,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,1049,371,678
21,370,2758,0,0,0,SUB-DISTRICT,BurdenP.S.,Total,8561,33259,16441,16818,4199,2089,2110,5823,2863,2960,8679,4201,4478,19772,11277,8495,13487,5164,8323,18096,10457,7639,10189,7922,2267,3911,3488,423,3229,2290,939,1380,842,538,1669,1302,367,7907,2535,5372,1141,392,749,5680,1692,3988,242,83,159,844,368,476,6736,2165,4571,1043,340,703,4899,1480,3419,206,66,140,588,279,309,1171,370,801,98,52,46,781,212,569,36,17,19,256,89,167,15163,5984,9179
21,370,2758,0,0,0,SUB-DISTRICT,BurdenP.S.,Rural,8561,33259,16441,16818,4199,2089,2110,5823,2863,2960,8679,4201,4478,19772,11277,8495,13487,5164,8323,18096,10457,7639,10189,7922,2267,3911,3488,423,3229,2290,939,1380,842,538,1669,1302,367,7907,2535,5372,1141,392,749,5680,1692,3988,242,83,159,844,368,476,6736,2165,4571,1043,340,703,4899,1480,3419,206,66,140,588,279,309,1171,370,801,98,52,46,781,212,569,36,17,19,256,89,167,15163,5984,9179
21,370,2758,0,0,0,SUB-DISTRICT,BurdenP.S.,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,370,2759,0,0,0,SUB-DISTRICT,Gaisilet,Total,20996,77443,38755,38688,9740,4907,4833,12279,6135,6144,15241,7603,7638,46192,26608,19584,31251,12147,19104,42712,24274,18438,17056,14662,2394,8334,8034,300,5437,4124,1313,495,359,136,2790,2145,645,25656,9612,16044,3142,1476,1666,20936,7259,13677,419,187,232,1159,690,469,20483,7820,12663,2588,1246,1342,16820,5966,10854,361,158,203,714,450,264,5173,1792,3381,554,230,324,4116,1293,2823,58,29,29,445,240,205,34731,14481,20250
21,370,2759,0,0,0,SUB-DISTRICT,Gaisilet,Rural,20996,77443,38755,38688,9740,4907,4833,12279,6135,6144,15241,7603,7638,46192,26608,19584,31251,12147,19104,42712,24274,18438,17056,14662,2394,8334,8034,300,5437,4124,1313,495,359,136,2790,2145,645,25656,9612,16044,3142,1476,1666,20936,7259,13677,419,187,232,1159,690,469,20483,7820,12663,2588,1246,1342,16820,5966,10854,361,158,203,714,450,264,5173,1792,3381,554,230,324,4116,1293,2823,58,29,29,445,240,205,34731,14481,20250
21,370,2759,0,0,0,SUB-DISTRICT,Gaisilet,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,370,2760,0,0,0,SUB-DISTRICT,Melchhamunda,Total,18224,70239,35255,34984,7691,3862,3829,13739,6881,6858,12949,6492,6457,47285,26642,20643,22954,8613,14341,46226,24445,21781,22326,17081,5245,10490,8453,2037,7091,4889,2202,1258,929,329,3487,2810,677,23900,7364,16536,5081,1771,3310,16809,4838,11971,1090,334,756,920,421,499,19492,5955,13537,3852,1317,2535,14040,4052,9988,856,233,623,744,353,391,4408,1409,2999,1229,454,775,2769,786,1983,234,101,133,176,68,108,24013,10810,13203
21,370,2760,0,0,0,SUB-DISTRICT,Melchhamunda,Rural,18224,70239,35255,34984,7691,3862,3829,13739,6881,6858,12949,6492,6457,47285,26642,20643,22954,8613,14341,46226,24445,21781,22326,17081,5245,10490,8453,2037,7091,4889,2202,1258,929,329,3487,2810,677,23900,7364,16536,5081,1771,3310,16809,4838,11971,1090,334,756,920,421,499,19492,5955,13537,3852,1317,2535,14040,4052,9988,856,233,623,744,353,391,4408,1409,2999,1229,454,775,2769,786,1983,234,101,133,176,68,108,24013,10810,13203
21,370,2760,0,0,0,SUB-DISTRICT,Melchhamunda,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,370,2761,0,0,0,SUB-DISTRICT,Sohela,Total,27666,104566,52998,51568,11479,5856,5623,20789,10559,10230,20330,10203,10127,70755,40016,30739,33811,12982,20829,56964,34016,22948,32432,26266,6166,12907,11664,1243,10174,7278,2896,2915,2063,852,6436,5261,1175,24532,7750,16782,4782,1526,3256,16192,4925,11267,1569,423,1146,1989,876,1113,19922,6070,13852,3851,1157,2694,13203,3860,9343,1295,331,964,1573,722,851,4610,1680,2930,931,369,562,2989,1065,1924,274,92,182,416,154,262,47602,18982,28620
21,370,2761,0,0,0,SUB-DISTRICT,Sohela,Rural,26042,97649,49414,48235,10744,5464,5280,19416,9866,9550,19719,9885,9834,65594,37147,28447,32055,12267,19788,53998,31829,22169,30189,24387,5802,12654,11414,1240,9791,7049,2742,2844,2000,844,4900,3924,976,23809,7442,16367,4618,1477,3141,16038,4878,11160,1432,371,1061,1721,716,1005,19275,5805,13470,3697,1114,2583,13085,3834,9251,1170,284,886,1323,573,750,4534,1637,2897,921,363,558,2953,1044,1909,262,87,175,398,143,255,43651,17585,26066
21,370,2761,0,0,0,SUB-DISTRICT,Sohela,Urban,1624,6917,3584,3333,735,392,343,1373,693,680,611,318,293,5161,2869,2292,1756,715,1041,2966,2187,779,2243,1879,364,253,250,3,383,229,154,71,63,8,1536,1337,199,723,308,415,164,49,115,154,47,107,137,52,85,268,160,108,647,265,382,154,43,111,118,26,92,125,47,78,250,149,101,76,43,33,10,6,4,36,21,15,12,5,7,18,11,7,3951,1397,2554
21,370,2761,380309,0,0,TOWN,Sohela (CT) ,Urban,1624,6917,3584,3333,735,392,343,1373,693,680,611,318,293,5161,2869,2292,1756,715,1041,2966,2187,779,2243,1879,364,253,250,3,383,229,154,71,63,8,1536,1337,199,723,308,415,164,49,115,154,47,107,137,52,85,268,160,108,647,265,382,154,43,111,118,26,92,125,47,78,250,149,101,76,43,33,10,6,4,36,21,15,12,5,7,18,11,7,3951,1397,2554
21,370,2761,380309,1,0,WARD,Sohela (CT)  WARD NO.-0001,Urban,1624,6917,3584,3333,735,392,343,1373,693,680,611,318,293,5161,2869,2292,1756,715,1041,2966,2187,779,2243,1879,364,253,250,3,383,229,154,71,63,8,1536,1337,199,723,308,415,164,49,115,154,47,107,137,52,85,268,160,108,647,265,382,154,43,111,118,26,92,125,47,78,250,149,101,76,43,33,10,6,4,36,21,15,12,5,7,18,11,7,3951,1397,2554
21,370,2762,0,0,0,SUB-DISTRICT,Bijepur,Total,28663,107374,54117,53257,11780,6039,5741,21999,10985,11014,14064,7044,7020,71459,40548,30911,35915,13569,22346,59515,35077,24438,34145,27110,7035,12383,11401,982,10550,7316,3234,5331,3745,1586,5881,4648,1233,25370,7967,17403,3605,1124,2481,18079,5482,12597,1935,505,1430,1751,856,895,19966,6075,13891,2688,806,1882,14388,4286,10102,1609,396,1213,1281,587,694,5404,1892,3512,917,318,599,3691,1196,2495,326,109,217,470,269,201,47859,19040,28819
21,370,2762,0,0,0,SUB-DISTRICT,Bijepur,Rural,26920,100452,50680,49772,11069,5672,5397,20772,10403,10369,13661,6846,6815,66152,37712,28440,34300,12968,21332,56648,33042,23606,31768,25251,6517,12228,11252,976,10391,7191,3200,4593,3255,1338,4556,3553,1003,24880,7791,17089,3592,1116,2476,17951,5428,12523,1738,461,1277,1599,786,813,19524,5917,13607,2675,798,1877,14275,4237,10038,1429,359,1070,1145,523,622,5356,1874,3482,917,318,599,3676,1191,2485,309,102,207,454,263,191,43804,17638,26166
21,370,2762,0,0,0,SUB-DISTRICT,Bijepur,Urban,1743,6922,3437,3485,711,367,344,1227,582,645,403,198,205,5307,2836,2471,1615,601,1014,2867,2035,832,2377,1859,518,155,149,6,159,125,34,738,490,248,1325,1095,230,490,176,314,13,8,5,128,54,74,197,44,153,152,70,82,442,158,284,13,8,5,113,49,64,180,37,143,136,64,72,48,18,30,0,0,0,15,5,10,17,7,10,16,6,10,4055,1402,2653
21,370,2762,380419,0,0,TOWN,Bijepur (CT) ,Urban,1743,6922,3437,3485,711,367,344,1227,582,645,403,198,205,5307,2836,2471,1615,601,1014,2867,2035,832,2377,1859,518,155,149,6,159,125,34,738,490,248,1325,1095,230,490,176,314,13,8,5,128,54,74,197,44,153,152,70,82,442,158,284,13,8,5,113,49,64,180,37,143,136,64,72,48,18,30,0,0,0,15,5,10,17,7,10,16,6,10,4055,1402,2653
21,370,2762,380419,1,0,WARD,Bijepur (CT)  WARD NO.-0001,Urban,1743,6922,3437,3485,711,367,344,1227,582,645,403,198,205,5307,2836,2471,1615,601,1014,2867,2035,832,2377,1859,518,155,149,6,159,125,34,738,490,248,1325,1095,230,490,176,314,13,8,5,128,54,74,197,44,153,152,70,82,442,158,284,13,8,5,113,49,64,180,37,143,136,64,72,48,18,30,0,0,0,15,5,10,17,7,10,16,6,10,4055,1402,2653
21,370,2763,0,0,0,SUB-DISTRICT,Barapali,Total,33101,128271,65595,62676,13377,6762,6615,27231,13859,13372,15869,8048,7821,87907,50328,37579,40364,15267,25097,67258,42193,25065,42304,33471,8833,15728,14275,1453,11092,7340,3752,4965,3267,1698,10519,8589,1930,24954,8722,16232,3712,1304,2408,16627,5431,11196,2167,604,1563,2448,1383,1065,20781,7531,13250,2830,1066,1764,14094,4816,9278,1878,492,1386,1979,1157,822,4173,1191,2982,882,238,644,2533,615,1918,289,112,177,469,226,243,61013,23402,37611
21,370,2763,0,0,0,SUB-DISTRICT,Barapali,Rural,28325,107421,55025,52396,11174,5688,5486,22154,11305,10849,14906,7577,7329,72301,41704,30597,35120,13321,21799,58686,35986,22700,35365,27942,7423,15445,14015,1430,10822,7149,3673,3846,2562,1284,5252,4216,1036,23321,8044,15277,3648,1284,2364,16335,5357,10978,1777,512,1265,1561,891,670,19471,6982,12489,2791,1051,1740,13883,4762,9121,1548,434,1114,1249,735,514,3850,1062,2788,857,233,624,2452,595,1857,229,78,151,312,156,156,48735,19039,29696
21,370,2763,0,0,0,SUB-DISTRICT,Barapali,Urban,4776,20850,10570,10280,2203,1074,1129,5077,2554,2523,963,471,492,15606,8624,6982,5244,1946,3298,8572,6207,2365,6939,5529,1410,283,260,23,270,191,79,1119,705,414,5267,4373,894,1633,678,955,64,20,44,292,74,218,390,92,298,887,492,395,1310,549,761,39,15,24,211,54,157,330,58,272,730,422,308,323,129,194,25,5,20,81,20,61,60,34,26,157,70,87,12278,4363,7915
21,370,2763,801804,0,0,TOWN,Barapali (NAC),Urban,4776,20850,10570,10280,2203,1074,1129,5077,2554,2523,963,471,492,15606,8624,6982,5244,1946,3298,8572,6207,2365,6939,5529,1410,283,260,23,270,191,79,1119,705,414,5267,4373,894,1633,678,955,64,20,44,292,74,218,390,92,298,887,492,395,1310,549,761,39,15,24,211,54,157,330,58,272,730,422,308,323,129,194,25,5,20,81,20,61,60,34,26,157,70,87,12278,4363,7915
21,370,2763,801804,1,0,WARD,Barapali (NAC) WARD NO.-0001,Urban,682,3067,1578,1489,281,127,154,358,194,164,130,64,66,2631,1417,1214,436,161,275,1109,897,212,1079,880,199,44,42,2,62,37,25,63,41,22,910,760,150,30,17,13,3,2,1,1,1,0,8,2,6,18,12,6,28,15,13,2,1,1,1,1,0,7,1,6,18,12,6,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1958,681,1277
21,370,2763,801804,2,0,WARD,Barapali (NAC) WARD NO.-0002,Urban,523,2186,1125,1061,225,131,94,604,309,295,62,27,35,1708,933,775,478,192,286,840,631,209,777,608,169,31,28,3,13,11,2,85,50,35,648,519,129,63,23,40,0,0,0,11,1,10,14,3,11,38,19,19,55,20,35,0,0,0,8,0,8,12,3,9,35,17,18,8,3,5,0,0,0,3,1,2,2,0,2,3,2,1,1346,494,852
21,370,2763,801804,3,0,WARD,Barapali (NAC) WARD NO.-0003,Urban,544,2356,1189,1167,306,153,153,605,292,313,81,44,37,1786,968,818,570,221,349,929,678,251,821,648,173,25,23,2,19,9,10,40,35,5,737,581,156,108,30,78,3,1,2,48,3,45,12,5,7,45,21,24,91,24,67,3,1,2,48,3,45,4,2,2,36,18,18,17,6,11,0,0,0,0,0,0,8,3,5,9,3,6,1427,511,916
21,370,2763,801804,4,0,WARD,Barapali (NAC) WARD NO.-0004,Urban,359,1766,879,887,167,85,82,831,408,423,48,26,22,1201,666,535,565,213,352,634,488,146,569,464,105,15,12,3,8,5,3,51,32,19,495,415,80,65,24,41,6,0,6,4,0,4,10,0,10,45,24,21,54,21,33,4,0,4,4,0,4,9,0,9,37,21,16,11,3,8,2,0,2,0,0,0,1,0,1,8,3,5,1132,391,741
